61,908 Admiral Callaghan Ln, Vallejo, CA, ,Match,Exact,908 ADMIRAL CALLAGHAN LN, VALLEJO, CA, 94591,-122.22468,38.13109,640041140,R
62,2010 61st St, Sacramento, CA, ,Match,Exact,2010 61ST ST, SACRAMENTO, CA, 95817,-121.43409,38.551765,133336408,R
63,1624 Hood Franklin Rd, Elk Grove, CA, ,Match,Exact,1624 HOOD FRANKLIN RD, ELK GROVE, CA, 95758,-121.494644,38.371555,641229239,R
64,7500 Greenback Ln, Citrus Heights, CA, ,Match,Exact,7500 GREENBACK LN, CITRUS HTS, CA, 95610,-121.29021,38.67828,133427166,R
65,9000 Buena Vista St, Apple Valley, CA, ,Match,Exact,9000 BUENA VISTA ST, APPLE VALLEY, CA, 92308,-117.17688,34.41582,145223483,L
66,4100 Needles Hwy, Needles, CA, ,Match,Exact,4100 NEEDLES HWY, NEEDLES, CA, 92363,-114.62607,34.852394,616143999,R
67,27767 Base Line, Highland, CA, ,Match,Non_Exact,27767 BASELINE ST, HIGHLAND, CA, 92346,-117.19841,34.121227,144662537,R
68,S San Joaquin St and E Church St, Stockton, CA, ,Match,Non_Exact,S SAN JOAQUIN ST & CHURCH ST, STOCKTON, CA, 95203,-121.28585,37.948254,,
69,2800 Calariva Dr, Stockton, CA, ,Match,Exact,2800 CALARIVA DR, STOCKTON, CA, 95204,-121.34335,37.97657,133847024,L
70,Martinique Ct, Stockton, CA, ,No_Match
71,1000 Claudia Ct, Antioch, CA, ,Match,Exact,1000 CLAUDIA CT, ANTIOCH, CA, 94509,-121.81939,37.99964,192091700,L
72,800 Howard St, Stockton, CA, ,Match,Exact,800 HOWARD ST, STOCKTON, CA, 95206,-121.29821,37.929783,133931062,L
73,3700 Beyer Park Dr, Modesto, CA, ,Match,Exact,3700 BEYER PARK DR, MODESTO, CA, 95355,-120.97175,37.692028,102601041,R
74,Lombard St and Pierce St, San Francisco, CA, ,Tie
75,Folsom St and 24th St, San Francisco, CA, ,No_Match
76,Persia Ave and Sunnydale Ave, San Francisco, CA, ,Match,Exact,PERSIA AVE & SUNNYDALE AVE, SAN FRANCISCO, CA, 94112,-122.425835,37.71828,,
77,1 Moreland Dr, San Francisco, CA, ,No_Match
78,630 Valencia St, San Francisco, CA, ,Match,Exact,630 VALENCIA ST, SAN FRANCISCO, CA, 94110,-122.4217,37.76289,192284285,R
79,1501 Van Ness Ave, San Francisco, CA, ,Match,Exact,1501 VAN NESS AVE, SAN FRANCISCO, CA, 94109,-122.42226,37.789474,192280134,L
80,3800 Hollis St, Oakland, CA, ,Match,Exact,3800 HOLLIS ST, OAKLAND, CA, 94608,-122.2849,37.828148,124995724,R
81,Lakeshore Ave and Lake Park Ave, Oakland, CA, ,Match,Exact,LAKESHORE AVE & LAKE PARK AVE, OAKLAND, CA, 94610,-122.24624,37.810028,,
82,4321 1st St, Pleasanton, CA, ,Match,Exact,4321 1ST ST, PLEASANTON, CA, 94566,-121.87163,37.661633,125032556,R
83,Green Sands Ave and Augusta Ln, Atwater, CA, ,Match,Exact,GREEN SANDS AVE & AUGUSTA LN, ATWATER, CA, 95301,-120.57972,37.339016,,
84,2105 Scott Blvd, Santa Clara, CA, ,Match,Exact,2105 SCOTT BLVD, SANTA CLARA, CA, 95050,-121.95944,37.361046,618170527,R
85,Lake Arrowhead Ave and Great Salt Lake Dr, Fremont, CA, ,Match,Exact,LAKE ARROWHEAD AVE & GREAT SALT LAKE DR, FREMONT, CA, 94555,-122.05999,37.58647,,
86,Tasman Dr and Lawrence Expy, Sunnyvale, CA, ,No_Match
87,Harvey Community Park, Fremont, CA, ,No_Match
88,15215 Fern Ave, Boulder Creek, CA, ,Match,Exact,15215 FERN AVE, BOULDER CREEK, CA, 95006,-122.12736,37.14996,125501663,L
89,1300 Sherman St, San Jose, CA, ,Match,Exact,1300 SHERMAN ST, SAN JOSE, CA, 95110,-121.876045,37.31662,122910670,L
90,2664 Senter Rd, San Jose, CA, ,Match,Exact,2664 SENTER RD, SAN JOSE, CA, 95111,-121.841225,37.3013,618193699,L
91,Porter Dr and San Juan Rd, Pajaro, CA, ,Match,Exact,PORTER DR & SAN JUAN RD, PAJARO, CA, 95076,-121.75043,36.9045,,
92,1134 E St, Wasco, CA, ,Match,Exact,1134 E ST, WASCO, CA, 93280,-119.33514,35.58932,109008453,R
93,2324 Algehro Dr, Delano, CA, ,Match,Exact,2324 ALGEHRO DR, DELANO, CA, 93215,-119.221436,35.787304,109532912,R
94,West Lerdo Hwy and South Wall St, Shafter, CA, ,Match,Exact,W LERDO HWY & S WALL ST, SHAFTER, CA, 93263,-119.28053,35.499847,,
95,3000 W Cecil Ave, Delano, CA, ,No_Match
96,7th Ave and Kansas Ave, Hanford, CA, ,No_Match
97,49000 Hildreth Rd, Friant, CA, ,Match,Exact,49000 HILDRETH RD, FRIANT, CA, 93626,-119.65883,37.077057,102334066,R
98,909 W Visalia Rd, Farmersville, CA, ,Match,Exact,909 W VISALIA RD, FARMERSVILLE, CA, 93223,-119.216034,36.297783,202793444,L
99,2800 S Mooney Blvd, Visalia, CA, ,Match,Exact,2800 MOONEY BLVD, VISALIA, CA, 93277,-119.313736,36.305046,202780487,L
100,5201 Monitor St, Bakersfield, CA, ,No_Match
101,200 Trask St, Bakersfield, CA, ,Match,Exact,200 TRASK ST, BAKERSFIELD, CA, 93314,-119.33212,35.353714,109520697,L
102,11936 California Rte 178, Lake Isabella, CA, ,Match,Exact,11936 STATE RTE 178, LAKE ISABELLA, CA, 93240,-118.41394,35.643852,109071148,L
103,1125 1/2 19th St, Bakersfield, CA, ,Tie
104,400 Steuber Rd, Tehachapi, CA, ,Match,Non_Exact,400 E STEUBER RD, TEHACHAPI, CA, 93561,-118.41421,35.12744,108990491,R
105,4000 Union Ave, Bakersfield, CA, ,Match,Exact,4000 UNION AVE, BAKERSFIELD, CA, 93305,-119.00286,35.395638,109087802,R
106,300 W Williams St, Santa Maria, CA, ,Tie
107,3100 W Ave K4, Lancaster, CA, ,Match,Non_Exact,3100 W AVE K4, LANCASTER, CA, 93536,-118.18529,34.671165,142805937,R
108,500 W Vineyard Ave, Oxnard, CA, ,Match,Exact,500 W VINEYARD AVE, OXNARD, CA, 93036,-119.18278,34.22807,635808265,L
109,N Pass Ave and W National Ave, Burbank, CA, ,Match,Exact,N PASS AVE & W NATIONAL AVE, BURBANK, CA, 91505,-118.343544,34.151043,,
110,Tyler St and Glenoaks Blvd, Sylmar, CA, ,Match,Exact,TYLER ST & GLENOAKS BLVD, SYLMAR, CA, 91342,-118.45321,34.31029,,
111,12185 Ventura Blvd, Studio City, CA, ,Match,Exact,12185 VENTURA BLVD, STUDIO CITY, CA, 91604,-118.39815,34.143314,142808220,R
112,4023 University Pkwy, San Bernadino, CA, ,No_Match
113,400 E Lee Dr, Azusa, CA, ,Match,Exact,400 LEE DR, AZUSA, CA, 91702,-117.90049,34.12811,141709166,R
114,700 Nogales St, West Covina, CA, ,No_Match
115,3400 Manitou Ave, Los Angeles, CA, ,Match,Exact,3400 MANITOU AVE, LOS ANGELES, CA, 90031,-118.20512,34.071995,624007557,R
116,500 San Pedro St, Los Angeles, CA, ,Match,Non_Exact,500 S SAN PEDRO ST, LOS ANGELES, CA, 90013,-118.24399,34.04404,141620331,L
117,1618 E 123rd St, Los Angeles, CA, ,Match,Exact,1618 E 123RD ST, LOS ANGELES, CA, 90059,-118.2454,33.92087,142762286,R
118,4th St and Mathews St, Los Angeles, CA, ,No_Match
119,800 S Sycamore Ave, Los Angeles, CA, ,Match,Exact,800 S SYCAMORE AVE, LOS ANGELES, CA, 90036,-118.343575,34.060368,141600175,L
120,13000 Gavina Ave, Los Angeles, CA, ,No_Match
121,10200 S Vermont Ave, Los Angeles, CA, ,Match,Non_Exact,10200 S VERMONT AVE, LOS ANGELES, CA, 90044,-118.291626,33.943695,142650511,L
122,2400 Flower St, Los Angeles, CA, ,Match,Non_Exact,2400 S FLOWER ST, LOS ANGELES, CA, 90007,-118.27376,34.028946,141607533,L
123,52 Windward Ave, Los Angeles, CA, ,No_Match
124,13600 Culver Blvd, Los Angeles, CA, ,No_Match
125,671 Rose Ave, Los Angeles, CA, ,No_Match
126,Jesse St and Mateo St, Los Angeles, CA, ,Match,Exact,JESSE ST & MATEO ST, LOS ANGELES, CA, 90021,-118.232475,34.036194,,
127,11157 Chico Ave, Pomona, CA, ,Match,Exact,11157 CHICO AVE, POMONA, CA, 91766,-117.72103,34.051018,144670240,L
128,9700 Kempster Ave, Fontana, CA, ,Match,Exact,9700 KEMPSTER AVE, FONTANA, CA, 92335,-117.429695,34.077545,144645435,R
129,Fern Ave and Phillips St, Ontario, CA, ,Match,Non_Exact,S FERN AVE & W PHILLIPS ST, ONTARIO, CA, 91762,-117.65469,34.050137,,
130,184 W 3rd St, Pomona, CA, ,Match,Exact,184 W 3RD ST, POMONA, CA, 91766,-117.750984,34.0569,141733887,L
131,10300 Ramona Ave, Montclair, CA, ,Match,Exact,10300 RAMONA AVE, MONTCLAIR, CA, 91763,-117.70703,34.066757,144671355,R
132,7100 Pine Ave, Chino, CA, ,Match,Exact,7100 PINE AVE, CHINO, CA, 91708,-117.64995,33.953457,144678339,L
133,40200 Clark Dr, Hemet, CA, ,Match,Exact,40200 CLARK DR, HEMET, CA, 92544,-116.95859,33.741714,194756427,L
134,Girard Street and Acacia Ave, Hemet, CA, ,Match,Non_Exact,GIRARD ST & E ACACIA AVE, HEMET, CA, 92544,-116.95427,33.744015,,
135,1200 Calimesa Blvd, Calimesa, CA, ,Match,Exact,1200 CALIMESA BLVD, CALIMESA, CA, 92320,-117.0587,33.99653,194751462,R
136,12000 Rose Hedge Dr, Whittier, CA, ,Match,Exact,12000 ROSE HEDGE DR, WHITTIER, CA, 90606,-118.05512,33.972282,141747293,R
137,17200 Pires Ave, Cerritos, CA, ,Match,Exact,17200 PIRES AVE, CERRITOS, CA, 90703,-118.0504,33.874355,141753531,L
138,12200 216th St, Hawaiian Gardens, CA, ,Match,Exact,12200 216TH ST, HAWAIIAN GARDENS, CA, 90716,-118.073875,33.833252,142796391,R
139,10400 Enloe St, South El Monte, CA, ,Match,Exact,10400 ENLOE ST, SOUTH EL MONTE, CA, 91733,-118.044075,34.053646,142745370,R
140,5500 Adenmoor Ave, Lakewood, CA, ,Match,Exact,5500 ADENMOOR AVE, LAKEWOOD, CA, 90713,-118.124,33.856163,142794964,R
141,25001 Sunnymead Blvd, Moreno Valley, CA, ,Match,Exact,25001 SUNNYMEAD BLVD, MORENO VALLEY, CA, 92553,-117.226234,33.93911,608975423,R
142,14200 Kornblum Ave, Hawthorne, CA, ,No_Match
143,1515 Bayview Ave, Wilmington, CA, ,Match,Non_Exact,1515 N BAY VIEW AVE, WILMINGTON, CA, 90744,-118.270966,33.79332,141681920,L
144,Seminole Ave and Capistrano Ave, South Gate, CA, ,Match,Exact,SEMINOLE AVE & CAPISTRANO AVE, SOUTH GATE, CA, 90280,-118.21775,33.939182,,
145,8900 Kauffman Ave, South Gate, CA, ,Match,Exact,8900 KAUFFMAN AVE, SOUTH GATE, CA, 90280,-118.18894,33.952465,142764139,L
146,28 Paseo Viento, Rancho Santa Margarita, CA, ,Match,Non_Exact,28 PSO VIENTO, RANCHO SANTA MARGARITA, CA, 92688,-117.61275,33.653496,144394670,L
147,La Palma Ave and Helena St, Anaheim, CA, ,No_Match
148,1000 W 3rd St, Santa Ana, CA, ,Tie
149,933 S Roberts St, Anaheim, CA, ,Match,Exact,933 S ROBERTS ST, ANAHEIM, CA, 92802,-117.93979,33.818913,144024591,R
150,150 E Lincoln Ave, Anaheim, CA, ,Tie
151,S Main St and E Pine St, Santa Ana, CA, ,No_Match
152,4600 E 15th St, Long Beach, CA, ,Match,Non_Exact,4600 E 15TH ST, LONG BEACH, CA, 90804,-118.139046,33.785755,624514739,R
153,13822 Brookhurst St, Garden Grove, CA, ,Match,Exact,13822 BROOKHURST ST, GARDEN GROVE, CA, 92840,-117.95495,33.763294,144084316,L
154,1100 Hoffman Ave, Long Beach, CA, ,Match,Exact,1100 HOFFMAN AVE, LONG BEACH, CA, 90813,-118.173615,33.78093,141694702,R
155,Shadytree Ln and Glen Arbor Dr, Encinitas, CA, ,Match,Exact,SHADYTREE LN & GLEN ARBOR DR, ENCINITAS, CA, 92024,-117.241554,33.04976,,
156,3600 Emmanuel Way, Alpine, CA, ,Match,Exact,3600 EMMANUEL WAY, ALPINE, CA, 91901,-116.70207,32.7505,195427158,R
157,7700 Mesa College Dr, San Diego, CA, ,Match,Exact,7700 MESA COLLEGE DR, SAN DIEGO, CA, 92111,-117.15511,32.801914,635925543,L
158,3200 Hancock St, San Diego, CA, ,Match,Exact,3200 HANCOCK ST, SAN DIEGO, CA, 92110,-117.20514,32.754288,612860558,R
159,14000 Via Fiesta, San Diego, CA, ,No_Match
160,4501 W Kentucky Ave, Denver, CO, ,Tie
161,Newport St and E 25th Ave, Denver, CO, ,No_Match
162,1841 19th St, Boulder, CO, ,Match,Exact,1841 19TH ST, BOULDER, CO, 80302,-105.2704,40.01776,623784944,L
163,1225 W Prospect Rd, Fort Collins, CO, ,Tie
164,4100 Eldorado Springs Dr, Boulder, CO, ,Match,Exact,4100 ELDORADO SPRINGS DR, BOULDER, CO, 80303,-105.2568,39.938892,220747935,R
165,N 10th St and Gunnison Ave, Grand Junction, CO, ,No_Match
166,US-40, Craig, CO, ,No_Match
167,I-70 and US-6, Glenwood Springs, CO, ,No_Match
168,Troy Ave and Oakshire Ln, Pueblo, CO, ,Match,Exact,TROY AVE & OAKSHIRE LN, PUEBLO, CO, 81001,-104.57347,38.285435,,
169,Exit 310 of I-70, Strasburg, CO, ,No_Match
170,600 15th Ave Ct, Greeley, CO, ,Tie
171,1505 E Main St, Trinidad, CO, ,Match,Exact,1505 E MAIN ST, TRINIDAD, CO, 81082,-104.49135,37.174866,636502738,L
172,818 31st St, Evans, CO, ,Match,Exact,818 31ST ST, EVANS, CO, 80620,-104.69032,40.38459,188742871,R
173,3120 East Main St, CaÒon City, CO, ,Match,Non_Exact,3120 E MAIN ST, CANON CITY, CO, 81212,-105.193344,38.446724,108310714,L
174,138 Del Mar Cir, Aurora, CO, ,Match,Non_Exact,138 DEL MAR CIR, AURORA, CO, 80011,-104.84314,39.72633,177353634,R
175,E 12th Ave and Memphis St, Aurora, CO, ,No_Match
176,10900 E 109th Pl, Northglenn, CO, ,Match,Exact,10900 E 109TH PL, NORTHGLENN, CO, 80233,-104.97667,39.89435,177295685,R
177,134 Burban Dr, Branford, CT, ,Match,Exact,134 BURBAN DR, BRANFORD, CT, 06405,-72.8433,41.269245,3705459,L
178,641 Naamans Rd, Claymont, DE, ,Match,Exact,641 NAAMANS RD, CLAYMONT, DE, 19703,-75.44976,39.814583,606356886,R
179,30 Malvern Ln, Smyrna, DE, ,Match,Exact,30 MALVERN LN, SMYRNA, DE, 19977,-75.60294,39.28008,617127874,L
180,700 14th St SE, Washington, DC, ,Match,Exact,700 14TH ST SE, WASHINGTON, DC, 20003,-76.985504,38.88121,76230881,L
181,9265 Quail Roost Dr, Navarre, FL, ,Match,Exact,9265 QUAIL ROOST DR, NAVARRE, FL, 32566,-86.83503,30.413523,74582613,R
182,1200 Beck Ave, Panama City, FL, ,Match,Exact,1200 BECK AVE, PANAMA CITY, FL, 32401,-85.70154,30.17,7028318,R
183,2400 W Tharpe St, Tallahassee, FL, ,Match,Exact,2400 W THARPE ST, TALLAHASSEE, FL, 32303,-84.32957,30.465412,636386347,R
184,Lake Ella, Tallahassee, FL, ,No_Match
185,410 Williams Ave, Port St Joe, FL, ,Match,Exact,410 WILLIAMS AVE, PORT SAINT JOE, FL, 32456,-85.301926,29.812832,7141253,L
186,I-75, Micanopy, FL, ,No_Match
187,Putnam Loop Rd, Putnam Hall, FL, ,No_Match
188,3500 Beach Blvd, Jacksonville, FL, ,Match,Exact,3500 BEACH BLVD, JACKSONVILLE, FL, 32207,-81.62923,30.303013,639972760,R
189,7300 Blanding Blvd, Jacksonville, FL, ,Match,Exact,7300 BLANDING BLVD, JACKSONVILLE, FL, 32244,-81.737144,30.214058,83966434,L
190,Mount Olive Cemetery, Jacksonville, FL, ,No_Match
191,497 Florida Ave, St Augustine, FL, ,Match,Exact,497 FLORIDA AVE, SAINT AUGUSTINE, FL, 32080,-81.27793,29.850027,92642807,R
192,225 Presidents Cup Way, St Augustine, FL, ,Match,Exact,225 PRESIDENTS CUP WAY, SAINT AUGUSTINE, FL, 32092,-81.48056,29.972874,629911734,L
193,831 Maybrook Dr, Deltona, FL, ,Match,Exact,831 MAYBROOK DR, DELTONA, FL, 32725,-81.25363,28.886518,94592645,R
194,900 Castile Rd SE, Palm Bay, FL, ,Match,Exact,900 CASTILE RD SE, PALM BAY, FL, 32909,-80.64553,27.990784,93908791,R
195,4055 41st Ave, Vero Beach, FL, ,Tie
196,Aurora St and Moss Ln, Cocoa, FL, ,Match,Exact,AURORA ST & MOSS LN, COCOA, FL, 32922,-80.74877,28.351215,,
197,4300 35th Ave, Vero Beach, FL, ,Match,Exact,4300 35TH AVE, VERO BEACH, FL, 32967,-80.42117,27.671568,120304045,R
198,1514 S Harbor City Blvd, Melbourne, FL, ,Tie
199,4455 King St, Cocoa, FL, ,Match,Exact,4455 KING ST, COCOA, FL, 32926,-80.79312,28.35991,93915594,L
200,8624 Firestone Cir, Clermont, FL, ,Match,Exact,8624 FIRESTONE CIR, CLERMONT, FL, 34711,-81.812805,28.567057,94142151,R
201,4304 Pershing Pointe Pl, Orlando, FL, ,Match,Exact,4304 PERSHING POINTE PL, ORLANDO, FL, 32822,-81.30523,28.499702,606113225,L
202,2300 Taylor St, Mascotte, FL, ,Match,Exact,2300 TAYLOR ST, MASCOTTE, FL, 34753,-81.9141,28.578903,94184457,R
203,Conway Rd and Hoffner Ave, Orlando, FL, ,No_Match
204,1637 Watauga Ave, Orlando, FL, ,No_Match
205,11120 NW Gainesville Rd, Ocala, FL, ,Tie
206,5236 Robin Ln N, St Petersburg, FL, ,Match,Exact,5236 ROBIN LN N, SAINT PETERSBURG, FL, 33714,-82.65855,27.819748,124703672,L
207,N 40th St and E Flora St, Tampa, FL, ,No_Match
208,4660 N Socrum Loop Rd, Lakeland, FL, ,Match,Non_Exact,4660 N SOCRUM LOOP RD, LAKELAND, FL, 33809,-81.95047,28.102175,639786153,L
209,1600 Grass Lake Dr, Tampa Bay, FL, ,No_Match
210,8th St and N Orange Ave, Sarasota, FL, ,No_Match
211,3300 Mola St, North Port, FL, ,Match,Exact,3300 MOLA ST, NORTH PORT, FL, 34287,-82.2496,27.05922,16341670,L
212,1117 Mayflower Rd, Fort Pierce, FL, ,Match,Exact,1117 MAYFLOWER RD, FORT PIERCE, FL, 34950,-80.32852,27.433573,120149884,R
213,4491 NW 19th St, Lauderhill, FL, ,Match,Non_Exact,4491 NW 19TH ST, LAUDERHILL, FL, 33313,-80.20904,26.149914,640114176,L
214,1347 Sample Rd, Pompano Beach, FL, ,Match,Non_Exact,1347 W SAMPLE RD, POMPANO BEACH, FL, 33064,-80.14176,26.274837,114741178,L
215,1701 Andros Isle, Coconut Creek, FL, ,Match,Exact,1701 ANDROS ISLE, COCONUT CREEK, FL, 33066,-80.168106,26.256449,114767710,R
216,320 S State Road 7, Plantation, FL, ,No_Match
217,SW 29th Ave and SW 29th Terrace, Fort Lauderdale, FL, ,No_Match
218,600 NW 27th Ave, Fort Lauderdale, FL, ,Match,Non_Exact,600 NW 27TH AVE, FORT LAUDERDALE, FL, 33311,-80.17834,26.13183,636369523,L
219,1300 NE 50th Ct, Oakland Park, FL, ,Match,Exact,1300 NE 50TH CT, OAKLAND PARK, FL, 33334,-80.12962,26.189983,114719193,R
220,Meridian Ave and W 40th St, Miami Beach, FL, ,No_Match
221,19157 NW 3rd Ave, Miami Gardens, FL, ,Tie
222,39 N Marlin Ave, Key Largo, FL, ,Match,Exact,39 MARLIN AVE, KEY LARGO, FL, 33037,-80.39006,25.155441,116487734,L
223,SW 328th St & Redland Rd, Homestead, FL, ,No_Match
224,840 NW 75th St, Miami, FL, ,Tie
225,SW 1st St and SW 22nd Ave, Miami, FL, ,No_Match
226,350 NW 13th St, Miami, FL, ,Match,Non_Exact,350 13TH ST, MIAMI BEACH, FL, 33139,-80.132355,25.784172,116020577,L
227,1050 Carl Griffin Dr, Savannah, GA, ,Match,Exact,1050 CARL GRIFFIN DR, SAVANNAH, GA, 31405,-81.165985,32.066563,638944306,R
228,114 Briar Branch Dr, Jesup, GA, ,Match,Exact,114 BRIAR BRANCH DR, JESUP, GA, 31545,-81.892456,31.678978,612958977,R
229,6530 Georgia Rte 21, Port Wentworth, GA, ,Match,Exact,6530 STATE RTE 21, PORT WENTWORTH, GA, 31407,-81.185005,32.165195,6195198,L
230,998 Yates Spring Rd, Brinson, GA, ,Match,Exact,998 YATES SPRING RD, BRINSON, GA, 39825,-84.73495,30.849075,84286648,R
231,900 Bankhead Hwy, Carrollton, GA, ,Match,Exact,900 BANKHEAD HWY, CARROLLTON, GA, 30117,-85.04887,33.590286,17113508,L
232,Brown Bridge Rd and Charleston Pl, Covington, GA, ,Match,Exact,BROWN BRIDGE RD & CHARLESTON PL, COVINGTON, GA, 30016,-83.970116,33.576412,,
233,5130 E Ponce De Leon Ave, Stone Mountain, GA, ,Match,Non_Exact,5130 E PONCE DE LEON AVE, STONE MOUNTAIN, GA, 30083,-84.2087,33.820618,640580254,L
